GeneID	Normal_2
ENSG00000006611	3.357799063
ENSG00000006625	4.998901519
ENSG00000006634	0.902443462
ENSG00000006638	0.144637118
ENSG00000006652	4.230592245
ENSG00000006695	1.91033167
ENSG00000006704	2.767982272
ENSG00000006712	40.65094507
ENSG00000006715	10.49007536
ENSG00000006740	1.235329713
ENSG00000006744	8.461738707
ENSG00000006747	1.237983227
ENSG00000006756	10.88531132
ENSG00000006757	2.068466311
ENSG00000006788	0.357526371
ENSG00000006831	6.489698682
ENSG00000006837	1.42214671
ENSG00000007001	0.149626291
ENSG00000007047	4.615893627
ENSG00000007062	2.243509646
ENSG00000007080	27.81214943
ENSG00000007129	0.186098777
ENSG00000007168	15.08262411
ENSG00000007171	0.34088087
ENSG00000007174	0.028322639
ENSG00000007202	16.024712
ENSG00000007237	8.88318217
ENSG00000007255	2.762832493
ENSG00000007264	0.320534854
ENSG00000007312	0.342191951
ENSG00000007314	0.088637807
ENSG00000007341	3.083190444
ENSG00000007372	0.166574367
ENSG00000007376	0.694717829
ENSG00000007384	2.982986031
ENSG00000007392	13.3093549
ENSG00000007402	1.439256003
ENSG00000007516	0.848219271
ENSG00000007520	27.3616657
ENSG00000007541	0.873733359
ENSG00000007545	4.59724234
ENSG00000007866	18.68729608
ENSG00000007908	10.55188501
ENSG00000007923	12.73113953
ENSG00000007933	0.966558528
ENSG00000007944	6.171231387
ENSG00000007968	0.186832883
ENSG00000008018	7.725391596
ENSG00000008056	0.467580387
ENSG00000008083	8.072073716
ENSG00000008086	0.663568838
ENSG00000008118	0.222847099
ENSG00000008128	18.74569044
ENSG00000008130	5.021582611
ENSG00000008226	1.628824191
ENSG00000008256	5.176828417
ENSG00000008277	0.889377776
ENSG00000008282	4.424998275
ENSG00000008283	2.231027545
ENSG00000008294	16.87134008
ENSG00000008300	0.106601564
ENSG00000008311	6.415038961
ENSG00000008323	1.652733715
ENSG00000008324	0.961097529
ENSG00000008382	4.844390498
ENSG00000008394	2.404592086
ENSG00000008405	5.56732897
ENSG00000008438	1.175578353
ENSG00000008441	25.72325929
ENSG00000008513	7.340768692
ENSG00000008516	0.797256901
ENSG00000008517	3.087229478
ENSG00000008710	8.527721461
ENSG00000008735	0.427048383
ENSG00000008838	4.034133233
ENSG00000008853	3.283108708
ENSG00000008869	3.656996007
ENSG00000008952	31.53145727
ENSG00000008988	50.97542983
ENSG00000009307	88.85254911
ENSG00000009335	7.759373508
ENSG00000009413	12.86887367
ENSG00000009694	1.633392267
ENSG00000009724	0.800965042
ENSG00000009765	0.313743341
ENSG00000009780	5.584089901
ENSG00000009790	1.303133776
ENSG00000009830	0.786153608
ENSG00000009844	4.307206535
ENSG00000009950	0.36356034
ENSG00000009954	50.38699469
ENSG00000010017	11.33973155
ENSG00000010030	0.494288516
ENSG00000010072	1.990119559
ENSG00000010165	3.463316326
ENSG00000010219	1.183547451
ENSG00000010244	8.026437919
ENSG00000010256	22.79160954
ENSG00000010270	0.862733131
ENSG00000010278	17.32997315
ENSG00000010292	5.435631008
ENSG00000010295	4.691796821
ENSG00000010310	1.986225558
ENSG00000010318	2.468152732
ENSG00000010319	3.577856435
ENSG00000010322	11.65417407
ENSG00000010327	3.759048754
ENSG00000010361	1.584585429
ENSG00000010404	5.641423534
ENSG00000010438	0.323695089
ENSG00000010539	1.02366737
ENSG00000010610	2.220430659
ENSG00000010626	1.965246184
ENSG00000010671	0.84935974
ENSG00000010704	1.247421868
ENSG00000010803	6.756865911
ENSG00000010810	9.463924162
ENSG00000010818	16.04242283
ENSG00000010932	0.293731404
ENSG00000011007	17.3455346
ENSG00000011009	2.365172544
ENSG00000011021	3.108155351
ENSG00000011028	9.531438485
ENSG00000011052	24.70858846
ENSG00000011083	0.03942852
ENSG00000011105	3.322831486
ENSG00000011114	5.282336943
ENSG00000011132	0.837885219
ENSG00000011143	1.452897229
ENSG00000011198	1.261425357
ENSG00000011201	0.36417886
ENSG00000011243	15.09105145
ENSG00000011258	4.025796721
ENSG00000011260	8.314003067
ENSG00000011275	9.086890057
ENSG00000011295	8.570440181
ENSG00000011304	3.599726406
ENSG00000011332	0.088168376
ENSG00000011347	0.739998774
ENSG00000011376	3.196016331
ENSG00000011405	16.92306138
ENSG00000011422	7.497018539
ENSG00000011426	0.915120874
ENSG00000011451	2.721883521
ENSG00000011454	23.123137
ENSG00000011465	24.14661912
ENSG00000011478	0.6744098
ENSG00000011485	5.938071858
ENSG00000011523	7.533626325
ENSG00000011566	13.24725332
ENSG00000011590	1.145870597
ENSG00000011600	6.341548258
ENSG00000011638	2.053021547
ENSG00000012048	1.759378742
ENSG00000012061	3.591363503
ENSG00000012124	0.261703364
ENSG00000012171	5.606268095
ENSG00000012174	1.118389867
ENSG00000012211	1.879105149
ENSG00000012223	1.463024712
ENSG00000012232	1.858193098
ENSG00000012504	0.033358503
ENSG00000012660	9.176927363
ENSG00000012779	2.454875781
ENSG00000012822	35.25437909
ENSG00000012963	4.816995516
ENSG00000012983	5.627124157
ENSG00000013016	1.834046078
ENSG00000013275	6.543875237
ENSG00000013288	4.310862324
ENSG00000013293	0.516829813
ENSG00000013297	0.280642047
ENSG00000013306	2.236829847
ENSG00000013364	11.82835332
ENSG00000013374	19.27228786
ENSG00000013375	3.884063672
ENSG00000013392	1.772615961
ENSG00000013441	21.80783631
ENSG00000013503	3.433151649
ENSG00000013523	2.267379628
ENSG00000013561	7.421592418
ENSG00000013563	2.370822996
ENSG00000013573	4.796549583
ENSG00000013583	3.291818103
ENSG00000013588	2.343052763
ENSG00000013619	0.510138368
ENSG00000013725	0.448792615
ENSG00000013810	1.526678352
ENSG00000014123	14.29087379
ENSG00000014138	1.444603
ENSG00000014164	2.278916541
ENSG00000014216	5.126909963
ENSG00000014257	0.445018712
ENSG00000014641	4.849662275
ENSG00000014824	6.837361912
ENSG00000014914	3.08391161
ENSG00000014919	4.729741101
ENSG00000015133	5.198532255
ENSG00000015153	1.748148873
ENSG00000015171	32.41934568
ENSG00000015285	0.848323121
ENSG00000015413	0.042170413
ENSG00000015475	1.189856633
ENSG00000015532	19.80976083
ENSG00000015568	11.17427089
ENSG00000015592	0.373755661
ENSG00000015676	9.883722321
ENSG00000016082	4.892619012
ENSG00000016391	1.400973992
ENSG00000016402	0.837794452
ENSG00000016864	2.8175778
ENSG00000017260	6.961566025
ENSG00000017427	2.216970272
ENSG00000017483	0.613428574
ENSG00000017797	33.35810094
ENSG00000018189	9.980695975
ENSG00000018236	3.366172157
ENSG00000018280	0.547657211
ENSG00000018408	15.68343955
ENSG00000018510	2.837666132
ENSG00000018610	4.756991476
ENSG00000018625	21.47257207
ENSG00000018699	3.533278167
ENSG00000018869	0.706304063
ENSG00000019102	16.42914034
ENSG00000019144	14.70784103
ENSG00000019169	4.40437069
ENSG00000019485	2.001701424
ENSG00000019505	2.29464761
ENSG00000019549	1.685954136
ENSG00000019582	53.39644436
ENSG00000019991	0.607566934
ENSG00000019995	14.54070035
ENSG00000020129	1.201073452
ENSG00000020181	6.078056869
ENSG00000020219	0.022982959
ENSG00000020256	1.520353779
ENSG00000020426	8.446246355
ENSG00000020577	16.90841186
ENSG00000020633	0.510371082
ENSG00000020922	5.726738234
ENSG00000021300	1.864009758
ENSG00000021355	13.80270053
ENSG00000021461	0.014589865
ENSG00000021574	3.749189426
ENSG00000021645	5.909089635
ENSG00000021762	5.913248152
ENSG00000021776	5.005419363
ENSG00000021826	0.276284039
ENSG00000022267	38.64669062
ENSG00000022277	19.88537881
ENSG00000022355	0.049929526
ENSG00000022556	0.176735423
ENSG00000022567	1.171009529
ENSG00000022840	13.03385729
ENSG00000022976	2.192093251
ENSG00000023041	5.327570086
ENSG00000023171	1.315921899
ENSG00000023191	4.453093237
ENSG00000023228	12.77483647
ENSG00000023287	13.3255136
ENSG00000023318	5.334290808
ENSG00000023330	7.593049458
ENSG00000023445	6.317571546
ENSG00000023516	15.86836858
ENSG00000023572	0.814488466
ENSG00000023608	4.94679637
ENSG00000023697	3.510501526
ENSG00000023734	15.61734164
ENSG00000023839	0.222247279
ENSG00000023892	7.755163789
ENSG00000023902	23.67305342
ENSG00000023909	0.858909645
ENSG00000024048	16.41433313
ENSG00000024422	18.8983898
ENSG00000024526	0.084714626
ENSG00000024862	6.050572787
ENSG00000025039	1.88119507
ENSG00000025156	5.66707713
ENSG00000025293	6.106281323
ENSG00000025423	1.36316664
ENSG00000025434	1.80782039
ENSG00000025708	4.994598502
ENSG00000025770	4.031250297
ENSG00000025772	2.36960772
ENSG00000025796	23.55811378
ENSG00000025800	9.818965331
ENSG00000026025	49.49786144
ENSG00000026036	4.23128953
ENSG00000026103	1.96471204
ENSG00000026297	3.538774275
ENSG00000026508	22.5133132
ENSG00000026652	1.500504949
ENSG00000026751	1.560273284
ENSG00000026950	5.541789297
ENSG00000027001	1.614824389
ENSG00000027075	2.461096861
ENSG00000027644	0.588302475
ENSG00000027697	9.704413646
ENSG00000027847	1.983410237
ENSG00000027869	1.018505565
ENSG00000028116	5.564345323
ENSG00000028137	4.640749598
ENSG00000028203	4.215518751
ENSG00000028277	0.966925918
ENSG00000028310	4.37911087
ENSG00000028528	17.18914539
ENSG00000028839	2.863177717
ENSG00000029153	2.066096594
ENSG00000029363	36.96714399
ENSG00000029364	4.447956213
ENSG00000029534	0.187041148
ENSG00000029639	1.546813623
ENSG00000029725	21.24553387
ENSG00000029993	2.458539325
ENSG00000030066	3.29509867
ENSG00000030110	1.243604587
ENSG00000030304	1.200597085
ENSG00000030419	0.744952058
ENSG00000030582	6.738085215
ENSG00000031003	13.00344628
ENSG00000031081	5.395470052
ENSG00000031691	1.798240821
ENSG00000031698	24.70787322
ENSG00000031823	8.456929373
ENSG00000032219	17.70399987
ENSG00000032389	1.385711249
ENSG00000032444	3.847347338
ENSG00000032742	4.504626117
ENSG00000033011	1.326376418
ENSG00000033030	2.201134711
ENSG00000033050	7.901420398
ENSG00000033100	4.217900411
ENSG00000033122	0.2140041
ENSG00000033170	7.993294767
ENSG00000033178	2.286802411
ENSG00000033327	11.70511817
ENSG00000033627	6.613498205
ENSG00000033800	4.709215978
ENSG00000033867	8.620122545
ENSG00000034053	0.355665389
ENSG00000034152	5.359640621
ENSG00000034239	0.029824398
ENSG00000034510	195.0434452
ENSG00000034533	1.03845821
ENSG00000034677	14.98494262
ENSG00000034693	3.878513968
ENSG00000034713	9.415475934
ENSG00000034971	56.75525989
ENSG00000035115	1.598897595
ENSG00000035141	4.961906158
ENSG00000035403	43.48287979
ENSG00000035499	0.151629559
ENSG00000035664	0.821080225
ENSG00000035681	6.065890693
ENSG00000035687	12.52014559
ENSG00000035720	0.1975979
ENSG00000035862	41.39671971
ENSG00000035928	9.745887305
ENSG00000036054	5.910978688
ENSG00000036257	7.890322506
ENSG00000036448	0.898912929
ENSG00000036473	0.436922726
ENSG00000036530	0.380538525
ENSG00000036549	8.734264327
ENSG00000036565	0.044278934
ENSG00000036672	0.915631363
ENSG00000037042	8.653755646
ENSG00000037241	6.825405715
ENSG00000037280	1.232176876
ENSG00000037474	8.028699766
ENSG00000037637	3.505180093
ENSG00000037749	2.119573658
ENSG00000037757	2.849886917
ENSG00000037897	1.174314334
ENSG00000038002	3.135408298
ENSG00000038210	4.461401362
ENSG00000038219	23.86034578
ENSG00000038274	3.703249135
ENSG00000038295	0.759546769
ENSG00000038358	5.232217868
ENSG00000038382	12.88971282
ENSG00000038427	11.34411025
ENSG00000038532	3.116826555
ENSG00000038945	1.575974332
ENSG00000039068	9.831694629
ENSG00000039123	10.3406964
ENSG00000039139	0.143618732
ENSG00000039319	4.580495107
ENSG00000039523	8.181830941
ENSG00000039537	0.560175071
ENSG00000039560	13.16816814
ENSG00000039600	0.088674096
ENSG00000039650	4.777019186
ENSG00000039987	0.058160957
ENSG00000040199	1.893955505
ENSG00000040275	2.60946313
ENSG00000040341	2.552640988
ENSG00000040487	0.737670841
ENSG00000040531	2.564520812
ENSG00000040608	0.034567362
ENSG00000040633	8.018187049
ENSG00000040933	4.615533092
ENSG00000041353	2.484831434
ENSG00000041357	8.359016514
ENSG00000041515	0.129512181
ENSG00000041802	6.771586846
ENSG00000041880	3.409790417
ENSG00000041982	52.24223354
ENSG00000041988	2.144763865
ENSG00000042062	1.405379831
ENSG00000042088	0.89279218
ENSG00000042286	2.356359762
ENSG00000042317	2.785295839
ENSG00000042429	1.530296421
ENSG00000042445	7.685088315
ENSG00000042493	3.512346246
ENSG00000042753	3.002917816
ENSG00000042781	0.066605301
ENSG00000042832	0.079490647
ENSG00000042980	5.897949319
ENSG00000043039	0.804158665
ENSG00000043093	5.419765329
ENSG00000043143	6.234362067
ENSG00000043462	4.227620763
ENSG00000043514	3.879131657
ENSG00000043591	0.512440234
ENSG00000044090	5.561153268
ENSG00000044115	24.13633134
ENSG00000044446	1.591520911
ENSG00000044459	5.33252634
ENSG00000044524	1.294170628
ENSG00000044574	35.59879215
ENSG00000046604	7.722664083
ENSG00000046647	3.483880943
ENSG00000046651	13.89567832
ENSG00000046653	3.952429071
ENSG00000046889	5.813457331
ENSG00000047056	2.336569679
ENSG00000047188	3.960818473
ENSG00000047230	2.573044454
ENSG00000047249	3.64326408
ENSG00000047315	11.76176004
ENSG00000047346	6.573986501
ENSG00000047365	2.139135026
ENSG00000047410	40.45166411
ENSG00000047457	1.22602557
ENSG00000047578	2.734904
ENSG00000047579	7.960681008
ENSG00000047597	0.846179927
ENSG00000047617	1.267072025
ENSG00000047621	1.955222073
ENSG00000047634	2.288671238
ENSG00000047644	10.07805983
ENSG00000047648	2.886120419
ENSG00000047662	2.100296078
ENSG00000047849	19.66542124
ENSG00000047932	5.690383001
ENSG00000047936	0.002448668
ENSG00000048028	3.333381021
ENSG00000048052	2.056628591
ENSG00000048140	1.733703978
ENSG00000048162	3.528751489
ENSG00000048342	11.89713508
ENSG00000048392	3.130997338
ENSG00000048405	2.148484142
ENSG00000048462	0.808700022
ENSG00000048471	5.686909235
ENSG00000048540	1.774171177
ENSG00000048544	13.94891333
ENSG00000048649	11.24261377
ENSG00000048707	11.41349607
ENSG00000048740	6.800671806
ENSG00000048828	13.6211263
ENSG00000048991	4.347629145
ENSG00000049089	2.53493013
ENSG00000049130	10.69167633
ENSG00000049167	1.555766615
ENSG00000049192	0.907160222
ENSG00000049239	5.636254468
ENSG00000049245	4.89979199
ENSG00000049246	10.57438594
ENSG00000049247	1.632598535
ENSG00000049249	0.066846976
ENSG00000049283	3.91613877
ENSG00000049323	19.68031815
ENSG00000049449	9.859326776
ENSG00000049540	11.27680911
ENSG00000049541	5.159378044
ENSG00000049618	4.620781342
ENSG00000049656	6.897295708
ENSG00000049759	4.190092976
ENSG00000049768	0.268892806
ENSG00000049769	2.014486924
ENSG00000049860	6.097138173
ENSG00000049883	0.706590823
ENSG00000050030	1.254961048
ENSG00000050130	1.242648968
ENSG00000050165	12.60521489
ENSG00000050327	11.04674068
ENSG00000050344	2.752632597
ENSG00000050393	2.197758261
ENSG00000050405	29.0271607
ENSG00000050426	3.571807873
ENSG00000050438	0.333807667
ENSG00000050555	0.098792827
ENSG00000050628	3.92586463
ENSG00000050730	0.546266143
ENSG00000050748	3.933273576
ENSG00000050767	4.677756384
ENSG00000050820	4.170963828
ENSG00000051009	1.48662281
ENSG00000051108	6.646096613
ENSG00000051128	2.563399161
ENSG00000051180	0.492601924
ENSG00000051341	0.221017826
ENSG00000051382	2.600022628
ENSG00000051523	6.148650124
ENSG00000051596	4.835646523
ENSG00000051620	5.156545099
ENSG00000051825	1.78850871
ENSG00000052126	17.03855886
ENSG00000052344	5.246963728
ENSG00000052723	2.708939846
ENSG00000052749	4.292122162
ENSG00000052795	4.715372335
ENSG00000052802	2.67398622
ENSG00000052841	12.60514278
ENSG00000052850	0.140511816
ENSG00000053108	0.019996608
ENSG00000053254	11.37849575
ENSG00000053328	7.644813622
ENSG00000053371	4.84968825
ENSG00000053372	4.226356041
ENSG00000053438	6.822589728
ENSG00000053501	6.567869787
ENSG00000053524	0.260006457
ENSG00000053702	6.279562636
ENSG00000053747	3.166763487
ENSG00000053770	1.227939614
ENSG00000053900	2.810812206
ENSG00000053918	8.865078857
ENSG00000054116	2.563443789
ENSG00000054118	97.16664169
ENSG00000054148	6.491801959
ENSG00000054179	0.577175161
ENSG00000054219	1.182890947
ENSG00000054267	23.80921849
ENSG00000054277	0.429668769
ENSG00000054282	12.32206602
ENSG00000054356	0.509967962
ENSG00000054392	0.779202254
ENSG00000054523	8.575111913
ENSG00000054598	1.577745597
ENSG00000054611	4.223757613
ENSG00000054654	14.69151042
ENSG00000054690	2.260321007
ENSG00000054793	10.48456504
ENSG00000054938	6.669962609
ENSG00000054965	10.28056868
ENSG00000054967	1.354056917
ENSG00000054983	2.257674152
ENSG00000055044	25.51681108
ENSG00000055070	10.44303148
ENSG00000055118	3.937688317
ENSG00000055130	13.76608637
ENSG00000055147	3.719161227
ENSG00000055163	6.415299595
ENSG00000055208	18.78542556
ENSG00000055211	13.1525197
ENSG00000055332	12.31881046
ENSG00000055483	11.03794994
ENSG00000055609	20.84920254
ENSG00000055732	0.464725633
ENSG00000055813	1.067634055
ENSG00000055917	24.08589402
ENSG00000055950	3.198046905
ENSG00000055955	1.366505645
ENSG00000056050	2.196953215
ENSG00000056097	20.8143077
ENSG00000056277	0.992140714
ENSG00000056487	0.55172285
ENSG00000056558	5.903163577
ENSG00000056586	6.50166709
ENSG00000056736	0.994130237
ENSG00000056972	2.982530822
ENSG00000056998	0.84945546
ENSG00000057019	3.576388159
ENSG00000057252	3.924239362
ENSG00000057294	2.351672624
ENSG00000057468	0.141359976
ENSG00000057593	0.253448441
ENSG00000057608	38.35899738
ENSG00000057657	2.038749767
ENSG00000057663	3.65935038
ENSG00000057704	1.384808827
ENSG00000057757	16.20954665
ENSG00000057935	2.760053525
ENSG00000058056	2.338494294
ENSG00000058063	9.660205527
ENSG00000058085	3.745621663
ENSG00000058091	4.752241632
ENSG00000058262	8.911888234
ENSG00000058272	58.00979191
ENSG00000058335	0.125932912
ENSG00000058404	0.162683519
ENSG00000058453	7.414091166
ENSG00000058600	5.015987201
ENSG00000058668	57.7953021
ENSG00000058673	20.0478527
ENSG00000058729	2.674682582
ENSG00000058799	1.390607471
ENSG00000058804	0.835402586
ENSG00000058866	3.126101134
ENSG00000059122	3.756407544
ENSG00000059145	2.130569983
ENSG00000059377	0.954014529
ENSG00000059378	2.580201914
ENSG00000059573	4.535906049
ENSG00000059588	3.51294662
ENSG00000059691	0.916268822
ENSG00000059728	5.651984044
ENSG00000059758	7.019484336
ENSG00000059769	6.404806763
ENSG00000059804	11.084783
ENSG00000059915	7.715333648
ENSG00000060069	4.22092658
ENSG00000060138	20.63536586
ENSG00000060140	0.713512138
ENSG00000060237	21.65571951
ENSG00000060339	22.47196275
ENSG00000060491	12.31445713
ENSG00000060558	0.89079416
ENSG00000060566	0.100565464
ENSG00000060642	0.978331966
ENSG00000060656	2.127499014
ENSG00000060688	3.444867817
ENSG00000060709	0.457480969
ENSG00000060749	7.326281136
ENSG00000060762	17.85557383
ENSG00000060971	4.247458467
ENSG00000060982	1.751319043
ENSG00000061273	5.86906481
ENSG00000061337	0.768660351
ENSG00000061455	0.382677329
ENSG00000061656	1.502870054
ENSG00000061676	8.485690154
ENSG00000061794	15.68877868
ENSG00000061918	10.01095481
ENSG00000061936	9.939390976
ENSG00000061938	4.061221298
ENSG00000061987	4.368927897
ENSG00000062038	0.151154602
ENSG00000062194	9.550005405
ENSG00000062282	0.605938955
ENSG00000062370	3.574393641
ENSG00000062485	4.522225666
ENSG00000062524	0.892937348
ENSG00000062582	0.964413512
ENSG00000062598	3.405351387
ENSG00000062650	14.54646092
ENSG00000062716	14.17165608
ENSG00000062725	2.261426822
ENSG00000062822	1.991782329
ENSG00000063015	1.320057591
ENSG00000063046	118.0840164
ENSG00000063127	2.897002302
ENSG00000063169	0.97375249
ENSG00000063176	1.658284175
ENSG00000063177	7.084091677
ENSG00000063180	30.00003852
ENSG00000063241	0.798621328
ENSG00000063244	16.74507675
ENSG00000063245	5.166269373
ENSG00000063322	9.761327144
ENSG00000063438	0.310674049
ENSG00000063587	2.973315488
ENSG00000063601	3.121444226
ENSG00000063660	4.100648751
ENSG00000063761	1.2952326
ENSG00000063854	6.654784056
ENSG00000063978	5.310609427
ENSG00000064012	2.342510253
ENSG00000064042	6.999041005
ENSG00000064102	5.0090277
ENSG00000064115	4.665700282
ENSG00000064199	0.524806265
ENSG00000064201	1.171549216
ENSG00000064225	2.744171884
ENSG00000064270	0.905319763
ENSG00000064300	2.062734416
ENSG00000064309	5.660319031
ENSG00000064313	7.116446656
ENSG00000064393	11.07467499
ENSG00000064419	11.63419405
ENSG00000064489	1.703512156
ENSG00000064490	1.921368027
ENSG00000064545	1.037763607
ENSG00000064547	0.542243585
ENSG00000064601	3.899249735
ENSG00000064607	8.139493098
ENSG00000064651	27.85213939
ENSG00000064652	4.551791216
ENSG00000064655	1.334555254
ENSG00000064666	9.024641903
ENSG00000064687	0.979425102
ENSG00000064692	0.341402835
ENSG00000064703	2.502469651
ENSG00000064726	3.520659653
ENSG00000064763	1.894877223
ENSG00000064787	9.585468966
ENSG00000064886	0.087572398
ENSG00000064932	10.93062385
ENSG00000064933	2.927175976
ENSG00000064961	10.00489857
ENSG00000064989	1.305618359
ENSG00000064995	12.516054
ENSG00000064999	10.80061725
ENSG00000065000	16.68704714
ENSG00000065029	3.394551562
ENSG00000065054	12.05682792
ENSG00000065057	1.963255432
ENSG00000065060	3.991797601
ENSG00000065135	2.310617081
ENSG00000065150	17.85032314
ENSG00000065154	5.27477225
ENSG00000065183	2.875681514
ENSG00000065243	10.33657332
ENSG00000065268	2.195452766
ENSG00000065308	4.160348091
ENSG00000065320	9.508366638
ENSG00000065325	1.354073005
ENSG00000065328	0.208098178
ENSG00000065357	2.459439855
ENSG00000065361	10.15161122
ENSG00000065413	2.861749815
ENSG00000065427	12.92860139
ENSG00000065457	2.019728707
ENSG00000065485	3.331821888
ENSG00000065491	1.511378504
ENSG00000065518	0.82486801
ENSG00000065526	19.47838969
ENSG00000065534	101.9146984
ENSG00000065548	48.23034623
ENSG00000065559	2.440783006
ENSG00000065600	0.587532452
ENSG00000065609	0.19089229
ENSG00000065613	26.29551416
ENSG00000065615	1.695068962
ENSG00000065618	1.534091325
ENSG00000065621	0.674769113
ENSG00000065665	1.778268305
ENSG00000065675	1.809829552
ENSG00000065717	6.755248297
ENSG00000065802	3.875903897
ENSG00000065809	12.30285098
ENSG00000065833	3.292671928
ENSG00000065882	15.81620977
ENSG00000065883	7.445852683
ENSG00000065911	4.072500108
ENSG00000065923	1.928850504
ENSG00000065970	6.388820905
ENSG00000065978	174.8748939
ENSG00000065989	2.350320522
ENSG00000066027	8.38872596
ENSG00000066032	0.418689425
ENSG00000066044	3.130532768
ENSG00000066056	2.083452958
ENSG00000066084	3.449653196
ENSG00000066117	3.779179774
ENSG00000066135	11.84256953
ENSG00000066136	4.778675157
ENSG00000066185	0.157750005
ENSG00000066230	17.55015252
ENSG00000066248	1.02804279
ENSG00000066279	0.38691553
ENSG00000066294	1.253349781
ENSG00000066322	3.376212263
ENSG00000066336	6.285178348
ENSG00000066379	2.697962798
ENSG00000066382	0.760363875
ENSG00000066405	37.68516381
ENSG00000066422	4.975197002
ENSG00000066427	2.830055334
ENSG00000066455	17.21089522
ENSG00000066468	5.96940146
ENSG00000066557	1.380722779
ENSG00000066583	2.826015441
ENSG00000066629	7.980900309
ENSG00000066651	8.445571015
ENSG00000066654	12.33033099
ENSG00000066697	6.096856909
ENSG00000066735	0.988032509
ENSG00000066739	4.170693216
ENSG00000066777	9.302551799
ENSG00000066827	1.88692934
ENSG00000066855	4.978528959
