GeneID	GCa_2
ENSG00000008869	4.818509495
ENSG00000008952	23.79987294
ENSG00000008988	51.37386771
ENSG00000009307	61.8880672
ENSG00000009335	9.635344965
ENSG00000009413	9.176043699
ENSG00000009694	0.674997647
ENSG00000009724	0.594832954
ENSG00000009765	1.313008911
ENSG00000009780	4.831588549
ENSG00000009790	5.231957085
ENSG00000009830	1.06654397
ENSG00000009844	4.748474131
ENSG00000009950	0.325319002
ENSG00000009954	50.68761422
ENSG00000010017	14.3744233
ENSG00000010030	2.186829644
ENSG00000010072	2.159678452
ENSG00000010165	4.630995954
ENSG00000010219	1.176917814
ENSG00000010244	8.848087775
ENSG00000010256	15.7249629
ENSG00000010270	1.194004962
ENSG00000010278	13.32192088
ENSG00000010292	7.316518125
ENSG00000010295	7.853344149
ENSG00000010310	3.713800194
ENSG00000010318	1.953943026
ENSG00000010319	5.421281595
ENSG00000010322	13.38827428
ENSG00000010327	6.879307816
ENSG00000010361	1.66123006
ENSG00000010404	4.626215357
ENSG00000010438	3.119912004
ENSG00000010539	1.149007797
ENSG00000010610	6.98710804
ENSG00000010626	1.721894393
ENSG00000010671	2.367347136
ENSG00000010704	1.82567222
ENSG00000010803	4.760271127
ENSG00000010810	12.3768118
ENSG00000010818	15.22956813
ENSG00000010932	0.950507186
ENSG00000011007	12.41522982
ENSG00000011009	3.383089055
ENSG00000011021	3.283380123
ENSG00000011028	16.35239131
ENSG00000011052	51.98529863
ENSG00000011083	0.280289568
ENSG00000011105	4.891362893
ENSG00000011114	4.567077972
ENSG00000011132	1.095504962
ENSG00000011143	1.399267159
ENSG00000011198	2.222209794
ENSG00000011201	1.189313793
ENSG00000011243	23.76019148
ENSG00000011258	3.86265571
ENSG00000011260	10.52662399
ENSG00000011275	8.755313162
ENSG00000011295	9.392014572
ENSG00000011304	5.565877876
ENSG00000011332	0.139858124
ENSG00000011347	1.101385666
ENSG00000011376	3.489580792
ENSG00000011405	16.27970449
ENSG00000011422	11.23634668
ENSG00000011426	5.467773377
ENSG00000011451	3.382582432
ENSG00000011454	16.40073879
ENSG00000011465	12.001214
ENSG00000011478	1.102054001
ENSG00000011485	9.186770802
ENSG00000011523	5.815554803
ENSG00000011566	12.14578021
ENSG00000011590	3.328320417
ENSG00000011600	18.528503
ENSG00000011638	2.082016175
ENSG00000012048	2.079217845
ENSG00000012061	4.538867679
ENSG00000012124	1.26785598
ENSG00000012171	2.684655258
ENSG00000012174	0.992652712
ENSG00000012211	2.466126976
ENSG00000012223	0.779807013
ENSG00000012232	1.728231709
ENSG00000012504	0.232827398
ENSG00000012660	12.24207909
ENSG00000012779	5.447342709
ENSG00000012822	25.32472577
ENSG00000012963	4.246477322
ENSG00000012983	7.053841778
ENSG00000013016	4.84133559
ENSG00000013275	12.07455478
ENSG00000013288	4.1193546
ENSG00000013293	0.209673524
ENSG00000013297	0.096453879
ENSG00000013306	4.518615293
ENSG00000013364	24.84423232
ENSG00000013374	20.77685357
ENSG00000013375	4.969682553
ENSG00000013392	1.745238133
ENSG00000013441	23.02654457
ENSG00000013503	5.776272966
ENSG00000013523	2.721280623
ENSG00000013561	5.972365382
ENSG00000013563	3.87403618
ENSG00000013573	6.656538576
ENSG00000013583	2.91906091
ENSG00000013588	3.298265529
ENSG00000013619	0.56337613
ENSG00000013725	1.922990525
ENSG00000013810	7.902509002
ENSG00000014123	12.48277668
ENSG00000014138	1.723435077
ENSG00000014164	3.142778114
ENSG00000014216	8.674795987
ENSG00000014257	1.910582724
ENSG00000014641	3.062864895
ENSG00000014824	6.655891692
ENSG00000014914	5.103252666
ENSG00000014919	5.689416444
ENSG00000015133	10.47911702
ENSG00000015153	2.301936468
ENSG00000015171	23.0232861
ENSG00000015285	3.684124972
ENSG00000015413	1.030157028
ENSG00000015475	2.823586424
ENSG00000015532	6.089144653
ENSG00000015568	8.414180489
ENSG00000015592	0.271734061
ENSG00000015676	9.317789959
ENSG00000016082	1.172440071
ENSG00000016391	1.145113181
ENSG00000016402	0.335896045
ENSG00000016864	3.16093212
ENSG00000017260	9.611250921
ENSG00000017427	7.075399509
ENSG00000017483	0.880820474
ENSG00000017797	33.17718976
ENSG00000018189	11.29402013
ENSG00000018236	1.538215356
ENSG00000018280	1.43146628
ENSG00000018408	14.34721926
ENSG00000018510	5.537390162
ENSG00000018610	5.681058694
ENSG00000018625	5.834157896
ENSG00000018699	3.843134393
ENSG00000018869	0.841653668
ENSG00000019102	4.828621276
ENSG00000019144	20.72800162
ENSG00000019169	1.991246022
ENSG00000019485	1.215564951
ENSG00000019505	1.538851929
ENSG00000019549	6.785754394
ENSG00000019582	169.9381631
ENSG00000019991	1.244999826
ENSG00000019995	10.54455113
ENSG00000020129	1.328893953
ENSG00000020181	9.615171772
ENSG00000020219	0.026735125
ENSG00000020256	1.774960903
ENSG00000020426	7.497698153
ENSG00000020577	7.766780177
ENSG00000020633	2.043295347
ENSG00000020922	6.897411985
ENSG00000021300	1.093235207
ENSG00000021355	13.82127346
ENSG00000021461	0.050915358
ENSG00000021574	4.726147551
ENSG00000021645	2.751248329
ENSG00000021762	5.757673868
ENSG00000021776	5.538083977
ENSG00000021826	0.239971044
ENSG00000022267	13.54877037
ENSG00000022277	19.24348654
ENSG00000022355	0.006453439
ENSG00000022556	0.109883779
ENSG00000022567	1.494766199
ENSG00000022840	9.99804585
ENSG00000022976	2.013556681
ENSG00000023041	6.937679423
ENSG00000023171	1.034946109
ENSG00000023191	4.084600713
ENSG00000023228	9.702058863
ENSG00000023287	12.10401816
ENSG00000023318	5.158672967
ENSG00000023330	10.509213
ENSG00000023445	21.59150485
ENSG00000023516	14.40313103
ENSG00000023572	0.447890529
ENSG00000023608	6.133537019
ENSG00000023697	3.894783209
ENSG00000023734	13.4203074
ENSG00000023839	4.057501425
ENSG00000023892	25.964702
ENSG00000023902	20.25716577
ENSG00000023909	1.804221412
ENSG00000024048	15.79827247
ENSG00000024422	22.18906362
ENSG00000024526	0.712556297
ENSG00000024862	3.430097064
ENSG00000025039	1.535351018
ENSG00000025156	3.436928
ENSG00000025293	5.982050467
ENSG00000025423	1.142502988
ENSG00000025434	4.102258154
ENSG00000025708	24.37912461
ENSG00000025770	4.420207386
ENSG00000025772	4.612198087
ENSG00000025796	19.86255733
ENSG00000025800	8.915020546
ENSG00000026025	66.62864904
ENSG00000026036	7.513732878
ENSG00000026103	3.586335263
ENSG00000026297	6.79253379
ENSG00000026508	22.48855226
ENSG00000026652	2.000661776
ENSG00000026751	8.422161909
ENSG00000026950	16.3422466
ENSG00000027001	2.0952036
ENSG00000027075	6.4878674
ENSG00000027644	0.193021211
ENSG00000027697	16.45876083
ENSG00000027847	2.366262075
ENSG00000027869	2.280489161
ENSG00000028116	6.536543856
ENSG00000028137	11.55127216
ENSG00000028203	6.34751775
ENSG00000028277	1.943707266
ENSG00000028310	7.527675058
ENSG00000028528	12.68733414
ENSG00000028839	0.76382131
ENSG00000029153	4.688241407
ENSG00000029363	32.28666245
ENSG00000029364	5.421854192
ENSG00000029534	0.621649224
ENSG00000029639	1.594873348
ENSG00000029725	21.0478875
ENSG00000029993	5.956750363
ENSG00000030066	4.177478677
ENSG00000030110	2.802220647
ENSG00000030304	0.579722795
ENSG00000030419	1.241355117
ENSG00000030582	16.07152272
ENSG00000031003	11.64224386
ENSG00000031081	9.290490237
ENSG00000031691	2.63414263
ENSG00000031698	23.22315716
ENSG00000031823	8.968954048
ENSG00000032219	17.35068655
ENSG00000032389	3.130884557
ENSG00000032444	5.687101164
ENSG00000032742	4.873864533
ENSG00000033011	1.816662469
ENSG00000033030	2.290705623
ENSG00000033050	8.537382626
ENSG00000033100	7.998354754
ENSG00000033122	0.129816441
ENSG00000033170	10.49395168
ENSG00000033178	3.517495443
ENSG00000033327	12.95510495
ENSG00000033627	5.851372467
ENSG00000033800	4.622482328
ENSG00000033867	7.977265395
ENSG00000034053	1.716820068
ENSG00000034152	4.134742962
ENSG00000034239	0.026983824
ENSG00000034510	711.7876218
ENSG00000034533	1.345119282
ENSG00000034677	18.15488781
ENSG00000034693	3.565060379
ENSG00000034713	8.23844561
ENSG00000034971	4.710448331
ENSG00000035115	1.837884819
ENSG00000035141	7.519526892
ENSG00000035403	32.86274006
ENSG00000035499	1.246449705
ENSG00000035664	1.742575513
ENSG00000035681	5.782163622
ENSG00000035687	14.05753455
ENSG00000035720	1.108724224
ENSG00000035862	43.26489848
ENSG00000035928	8.516907676
ENSG00000036054	7.61209234
ENSG00000036257	7.536900225
ENSG00000036448	0.548183642
ENSG00000036473	0.296481576
ENSG00000036530	0.624516175
ENSG00000036549	9.054757784
ENSG00000036565	0.028615473
ENSG00000036672	0.202174812
ENSG00000037042	6.885944015
ENSG00000037241	6.9208144
ENSG00000037280	3.030996676
ENSG00000037474	10.64405166
ENSG00000037637	3.693848591
ENSG00000037749	3.329510606
ENSG00000037757	5.419502318
ENSG00000037897	1.613624449
ENSG00000038002	4.776612426
ENSG00000038210	5.145514721
ENSG00000038219	26.90919695
ENSG00000038274	3.87357879
ENSG00000038295	1.520180836
ENSG00000038358	4.922788475
ENSG00000038382	15.45951747
ENSG00000038427	55.79764867
ENSG00000038532	3.703355517
ENSG00000038945	4.861018679
ENSG00000039068	5.271000704
ENSG00000039123	9.967389585
ENSG00000039139	0.19966392
ENSG00000039319	4.527786271
ENSG00000039523	9.657256486
ENSG00000039537	0.151102257
ENSG00000039560	30.89505448
ENSG00000039600	0.07736318
ENSG00000039650	8.212251806
ENSG00000039987	0.093027324
ENSG00000040199	1.246666191
ENSG00000040275	7.691757678
ENSG00000040341	2.223305857
ENSG00000040487	1.599568719
ENSG00000040531	3.437595805
ENSG00000040608	0.093825157
ENSG00000040633	10.69414619
ENSG00000040933	5.633778391
ENSG00000041353	2.330466916
ENSG00000041357	13.22614852
ENSG00000041515	0.136076533
ENSG00000041802	9.967141049
ENSG00000041880	3.530844451
ENSG00000041982	76.46274142
ENSG00000041988	2.81364871
ENSG00000042062	3.504250158
ENSG00000042088	1.692582022
ENSG00000042286	4.009175444
ENSG00000042317	1.856091522
ENSG00000042429	1.842445466
ENSG00000042445	13.28110908
ENSG00000042493	11.25302653
ENSG00000042753	5.554928319
ENSG00000042781	0.030555174
ENSG00000042832	0.160814228
ENSG00000042980	6.35590937
ENSG00000043039	1.577416222
ENSG00000043093	5.687430715
ENSG00000043143	6.180548153
ENSG00000043462	15.16429668
ENSG00000043514	4.310760363
ENSG00000043591	0.125494847
ENSG00000044090	8.286121709
ENSG00000044115	27.46857911
ENSG00000044446	2.255326493
ENSG00000044459	5.784443031
ENSG00000044524	0.549876713
ENSG00000044574	69.03866551
ENSG00000046604	6.590277497
ENSG00000046647	2.834088724
ENSG00000046651	17.60070688
ENSG00000046653	2.496005433
ENSG00000046889	6.567694835
ENSG00000047056	2.769467809
ENSG00000047188	4.700557078
ENSG00000047230	2.867218462
ENSG00000047249	2.923556862
ENSG00000047315	18.16425462
ENSG00000047346	6.673132963
ENSG00000047365	3.289614331
ENSG00000047410	46.66255904
ENSG00000047457	0.545937415
ENSG00000047578	2.99156871
ENSG00000047579	7.727940396
ENSG00000047597	0.68773876
ENSG00000047617	2.336111404
ENSG00000047621	2.292551882
ENSG00000047634	2.776299532
ENSG00000047644	7.857533755
ENSG00000047648	1.535335351
ENSG00000047662	1.736927234
ENSG00000047849	17.1599732
ENSG00000047932	6.184219223
ENSG00000047936	0.028484343
ENSG00000048028	2.727221197
ENSG00000048052	2.143709956
ENSG00000048140	3.540033061
ENSG00000048162	3.807737613
ENSG00000048342	7.667005459
ENSG00000048392	3.258986719
ENSG00000048405	2.178628887
ENSG00000048462	1.200928438
ENSG00000048471	7.556151451
ENSG00000048540	0.459837386
ENSG00000048544	11.80376056
ENSG00000048649	10.72660278
ENSG00000048707	10.66841656
ENSG00000048740	4.380471623
ENSG00000048828	18.89210688
ENSG00000048991	4.992251508
ENSG00000049089	5.477074607
ENSG00000049130	8.083984829
ENSG00000049167	1.795908739
ENSG00000049192	3.904991636
ENSG00000049239	7.588739938
ENSG00000049245	6.761836272
ENSG00000049246	3.50897282
ENSG00000049247	1.012038689
ENSG00000049249	0.685704656
ENSG00000049283	1.561879613
ENSG00000049323	16.22804597
ENSG00000049449	15.88556002
ENSG00000049540	11.85565904
ENSG00000049541	5.272986542
ENSG00000049618	4.372558327
ENSG00000049656	14.34031023
ENSG00000049759	2.049917074
ENSG00000049768	2.206450802
ENSG00000049769	1.673069151
ENSG00000049860	8.912056678
ENSG00000049883	0.603993154
ENSG00000050030	0.298820795
ENSG00000050130	1.697588268
ENSG00000050165	11.15547546
ENSG00000050327	14.93102066
ENSG00000050344	6.45671209
ENSG00000050393	3.635341439
ENSG00000050405	45.44536653
ENSG00000050426	4.663174066
ENSG00000050438	0.392038346
ENSG00000050555	0.223949801
ENSG00000050628	0.938859055
ENSG00000050730	1.603468941
ENSG00000050748	3.530890536
ENSG00000050767	5.02958832
ENSG00000050820	3.974177253
ENSG00000051009	1.266283018
ENSG00000051108	6.302975644
ENSG00000051128	4.551315233
ENSG00000051180	0.947692609
ENSG00000051341	2.261535628
ENSG00000051382	2.656769873
ENSG00000051523	24.05709721
ENSG00000051596	7.796087974
ENSG00000051620	3.293067308
ENSG00000051825	2.527870446
ENSG00000052126	12.34333145
ENSG00000052344	5.546001901
ENSG00000052723	3.177774009
ENSG00000052749	5.142397443
ENSG00000052795	5.083690968
ENSG00000052802	3.071849259
ENSG00000052841	10.87730325
ENSG00000052850	0.252960781
ENSG00000053108	0.019938194
ENSG00000053254	8.240638944
ENSG00000053328	4.604123146
ENSG00000053371	6.206842306
ENSG00000053372	7.081122893
ENSG00000053438	6.331895961
ENSG00000053501	7.363981866
ENSG00000053524	0.652780044
ENSG00000053702	8.486289614
ENSG00000053747	7.147430723
ENSG00000053770	1.409526102
ENSG00000053900	3.499625764
ENSG00000053918	1.420065367
ENSG00000054116	3.089805798
ENSG00000054118	104.7234955
ENSG00000054148	6.718742648
ENSG00000054179	1.130338354
ENSG00000054219	4.064437967
ENSG00000054267	25.39448663
ENSG00000054277	0.65036286
ENSG00000054282	12.78222316
ENSG00000054356	0.373812781
ENSG00000054392	0.94347899
ENSG00000054523	9.344922078
ENSG00000054598	1.293847956
ENSG00000054611	6.256381494
ENSG00000054654	19.54358368
ENSG00000054690	1.801851549
ENSG00000054793	7.242959158
ENSG00000054938	20.66420517
ENSG00000054965	8.49469201
ENSG00000054967	3.047588613
ENSG00000054983	2.806588822
ENSG00000055044	29.56733866
ENSG00000055070	11.18629295
ENSG00000055118	2.375946084
ENSG00000055130	12.71494831
ENSG00000055147	4.011703007
ENSG00000055163	3.331655528
ENSG00000055208	13.29233954
ENSG00000055211	9.257512857
ENSG00000055332	12.6942741
ENSG00000055483	10.60347205
ENSG00000055609	17.16067669
ENSG00000055732	0.145285202
ENSG00000055813	1.427381761
ENSG00000055917	19.17687781
ENSG00000055950	3.012449272
ENSG00000055955	1.487176833
ENSG00000056050	2.77378787
ENSG00000056097	19.53071758
ENSG00000056277	1.202405627
ENSG00000056487	0.120579923
ENSG00000056558	10.36802172
ENSG00000056586	7.299515929
ENSG00000056736	2.099252953
ENSG00000056972	3.380669448
ENSG00000056998	1.565060744
ENSG00000057019	2.193269149
ENSG00000057252	4.75018486
ENSG00000057294	2.290789894
ENSG00000057468	0.034257961
ENSG00000057593	1.320820863
ENSG00000057608	51.93997131
ENSG00000057657	12.9260616
ENSG00000057663	4.087307031
ENSG00000057704	1.861626484
ENSG00000057757	13.90136014
ENSG00000057935	2.764379108
ENSG00000058056	1.991155476
ENSG00000058063	8.246701755
ENSG00000058085	17.98597282
ENSG00000058091	5.583694039
ENSG00000058262	13.7589189
ENSG00000058272	42.90229346
ENSG00000058335	0.184805982
ENSG00000058404	0.079536916
ENSG00000058453	9.590631744
ENSG00000058600	5.49055166
ENSG00000058668	32.63020533
ENSG00000058673	24.16517695
ENSG00000058729	1.874942794
ENSG00000058799	1.757831269
ENSG00000058804	1.316055417
ENSG00000058866	1.241371437
ENSG00000059122	4.175642966
ENSG00000059145	2.403753191
ENSG00000059377	2.883249612
ENSG00000059378	6.312641641
ENSG00000059573	5.989463169
ENSG00000059588	5.540137401
ENSG00000059691	1.081084149
ENSG00000059728	8.343480735
ENSG00000059758	8.004832191
ENSG00000059769	8.757087198
ENSG00000059804	18.34073873
ENSG00000059915	3.061079048
ENSG00000060069	6.099059081
ENSG00000060138	18.48921155
ENSG00000060140	0.856140855
ENSG00000060237	20.64722472
ENSG00000060339	29.53847905
ENSG00000060491	16.73300434
ENSG00000060558	1.712766926
ENSG00000060566	2.013789871
ENSG00000060642	1.012337931
ENSG00000060656	1.821797537
ENSG00000060688	5.148912344
ENSG00000060709	0.204478607
ENSG00000060749	6.689617032
ENSG00000060762	11.89789166
ENSG00000060971	4.975532484
ENSG00000060982	3.694392441
ENSG00000061273	8.664216438
ENSG00000061337	2.474601513
ENSG00000061455	0.368567292
ENSG00000061656	2.707253693
ENSG00000061676	6.437945205
ENSG00000061794	16.63315217
ENSG00000061918	9.241752749
ENSG00000061936	9.722459824
ENSG00000061938	6.455485559
ENSG00000061987	5.321141376
ENSG00000062038	0.767918887
ENSG00000062194	9.78488237
ENSG00000062282	0.88037195
ENSG00000062370	3.448476829
ENSG00000062485	4.502024721
ENSG00000062524	0.936127732
ENSG00000062582	0.796436621
ENSG00000062598	4.497165756
ENSG00000062650	14.75426367
ENSG00000062716	37.50042015
ENSG00000062725	2.422168245
ENSG00000062822	3.91533654
ENSG00000063015	1.198705801
ENSG00000063046	80.86921704
ENSG00000063127	1.964775428
ENSG00000063169	1.099936547
ENSG00000063176	1.832190306
ENSG00000063177	10.10141834
ENSG00000063180	11.69011715
ENSG00000063241	1.172676106
ENSG00000063244	25.93917874
ENSG00000063245	5.727704656
ENSG00000063322	8.472448356
ENSG00000063438	0.466315184
ENSG00000063587	2.977591324
ENSG00000063601	3.301916938
ENSG00000063660	4.440431056
ENSG00000063761	1.759208455
ENSG00000063854	4.741365969
ENSG00000063978	6.734736199
ENSG00000064012	8.168656761
ENSG00000064042	4.276861957
ENSG00000064102	4.836707869
ENSG00000064115	4.771291567
ENSG00000064199	0.662075732
ENSG00000064201	2.294956409
ENSG00000064225	2.576521171
ENSG00000064270	2.465398927
ENSG00000064300	1.865673678
ENSG00000064309	2.733830506
ENSG00000064313	8.329537168
ENSG00000064393	12.55000107
ENSG00000064419	11.1407943
ENSG00000064489	3.047762751
ENSG00000064490	3.665478608
ENSG00000064545	1.350413099
ENSG00000064547	0.863553519
ENSG00000064601	8.38002368
ENSG00000064607	10.4751555
ENSG00000064651	22.48851491
ENSG00000064652	6.67536918
ENSG00000064655	1.47202802
ENSG00000064666	13.95434915
ENSG00000064687	4.247060145
ENSG00000064692	1.13032095
ENSG00000064703	2.840381645
ENSG00000064726	5.072331111
ENSG00000064763	2.332433402
ENSG00000064787	5.636695869
ENSG00000064886	1.466918597
ENSG00000064932	21.37764991
ENSG00000064933	3.34755863
ENSG00000064961	11.18574908
ENSG00000064989	3.274282651
ENSG00000064995	12.47746912
ENSG00000064999	8.52232714
ENSG00000065000	24.90876284
ENSG00000065029	3.526839135
ENSG00000065054	17.43538352
ENSG00000065057	1.574698881
ENSG00000065060	3.821395985
ENSG00000065135	2.981828325
ENSG00000065150	13.14501507
ENSG00000065154	4.194092513
ENSG00000065183	3.186179051
ENSG00000065243	10.88853392
ENSG00000065268	2.781734777
ENSG00000065308	6.303738505
ENSG00000065320	4.305079785
ENSG00000065325	0.702525939
ENSG00000065328	1.124198785
ENSG00000065357	6.168818062
ENSG00000065361	10.28404669
ENSG00000065413	5.932212705
ENSG00000065427	12.7547857
ENSG00000065457	3.48678837
ENSG00000065485	4.88080561
ENSG00000065491	1.70641455
ENSG00000065518	1.160918682
ENSG00000065526	20.74116814
ENSG00000065534	48.48768298
ENSG00000065548	52.62424862
ENSG00000065559	2.24791217
ENSG00000065600	1.535847625
ENSG00000065609	0.080748038
ENSG00000065613	22.96100674
ENSG00000065615	2.517591394
ENSG00000065618	3.379976305
ENSG00000065621	0.3834433
ENSG00000065665	1.868584542
ENSG00000065675	1.799691797
ENSG00000065717	4.272634527
ENSG00000065802	2.844725574
ENSG00000065809	10.65464258
ENSG00000065833	4.12230888
ENSG00000065882	10.40078664
ENSG00000065883	7.833685413
ENSG00000065911	5.12793977
ENSG00000065923	2.185762374
ENSG00000065970	5.658300736
ENSG00000065978	174.9603396
ENSG00000065989	2.457933934
ENSG00000066027	7.002778555
ENSG00000066032	0.106912116
ENSG00000066044	3.130119724
ENSG00000066056	5.191506832
ENSG00000066084	5.494435955
ENSG00000066117	4.117318614
ENSG00000066135	13.93605626
ENSG00000066136	4.580061715
ENSG00000066185	0.132530706
ENSG00000066230	1.479490902
ENSG00000066248	1.473323721
ENSG00000066279	4.122349542
ENSG00000066294	4.117616609
ENSG00000066322	5.989297259
ENSG00000066336	16.63426159
ENSG00000066379	3.022641816
ENSG00000066382	0.625155749
ENSG00000066405	53.21529539
ENSG00000066422	5.057221497
ENSG00000066427	2.409753201
ENSG00000066455	20.12938297
ENSG00000066468	5.849903272
ENSG00000066557	1.722524472
ENSG00000066583	2.560701328
ENSG00000066629	4.23456265
ENSG00000066651	7.403641972
ENSG00000066654	9.892687263
ENSG00000066697	9.396677422
ENSG00000066735	1.42093867
ENSG00000066739	3.650809991
ENSG00000066777	10.73963444
ENSG00000066827	2.461502988
ENSG00000066855	4.558607431
